0,1,2,3,4,Selected,5,6,7,8,Selected (1)
continuous,continuous,continuous,continuous,continuous,No Yes,continuous,continuous,continuous,continuous,No Yes
,,,,,,,,,,meta
0.0,0.0,0.0,0.0,1504005300.0,No,332.8625000000001,,,,No
0.0,0.0,0.0,0.0,1504006199.999999,No,331.3187500000001,,,,No
0.0,0.0,0.0,0.0,1504007100.000001,No,330.3500000000001,,,,No
0.0,0.0,0.0,0.0,1504008000.0,No,329.73125,,,,No
0.0,0.0,0.0,0.0,1504008899.999999,No,329.0312500000001,,,,No
0.0,0.0,0.0,0.0,1504009800.000001,No,328.1437500000001,,,,No
0.0,0.0,0.0,0.0,1504010700.0,No,327.6250000000001,,,,No
0.0,0.0,0.0,0.0,1504011599.999999,No,326.7375,,,,No
1.0,0.0,0.0,0.0,1504012500.000001,No,327.3125,,,,No
0.0,0.0,0.0,0.0,1504013400.0,No,325.74375,,,,No
0.0,0.0,0.0,0.0,1504014299.999999,No,325.225,,,,No
0.0,0.0,0.0,0.0,1504015200.000001,No,325.30625,,,,No
1.0,0.0,0.0,0.0,1504016100.0,No,325.56875,,,,No
0.0,0.0,0.0,0.0,1504016999.999999,No,325.04375,,,,No
0.0,0.0,0.0,0.0,1504017900.000001,No,323.85625,,,,No
0.0,0.0,0.0,0.0,1504018800.0,No,323.10625,,,,No
0.0,0.0,0.0,0.0,1504019699.999999,No,321.30625,,,,No
0.0,0.0,0.0,0.0,1504020600.000001,No,320.08125,,,,No
0.0,0.0,0.0,0.0,1504021500.0,No,320.91875,,,,No
0.0,0.0,0.0,0.0,1504022399.999999,No,321.65,,,,No
0.0,0.0,0.0,0.0,1504023300.000001,No,322.3125000000001,,,,No
0.0,0.0,0.0,0.0,1504024200.0,No,323.1000000000001,,,,No
0.0,0.0,0.0,0.0,1504025099.999999,No,323.5375000000001,,,,No
0.0,0.0,0.0,0.0,1504026000.000001,No,324.4187500000001,,,,No
0.0,0.0,0.0,0.0,1504026900.0,No,325.5062500000001,,,,No
0.0,0.0,0.0,0.0,1504027799.999999,No,327.9000000000001,,,,No
0.0,0.0,0.0,0.0,1504028700.000001,No,330.6062500000002,,,,No
0.0,0.0,0.0,0.0,1504029600.0,No,333.3250000000002,,,,No
0.0,0.0,0.0,0.0,1504030499.999999,No,336.3875000000002,,,,No
0.0,0.0,0.0,0.0,1504031400.000001,No,340.2875000000001,,,,No
0.0,0.0,0.0,0.0,1504032300.0,No,344.8312500000001,,,,No
0.0,0.0,0.0,0.0,1504033199.999999,No,349.2812500000001,,,,No
0.0,0.0,0.0,0.0,1504034100.000001,No,353.3000000000001,,,,No
0.0,0.0,0.0,0.0,1504035000.0,No,357.1125000000001,,,,No
0.0,0.0,0.0,0.0,1504035899.999999,No,358.6375000000001,,,,No
0.0,0.0,0.0,0.0,1504036800.000001,No,359.9062500000001,,,,No
0.0,0.0,0.0,0.0,1504037700.0,No,360.7812500000001,,,,No
0.0,0.0,0.0,0.0,1504038599.999999,No,361.3437500000001,,,,No
0.0,0.0,0.0,0.0,1504039500.000001,No,361.9875000000001,,,,No
0.0,0.0,0.0,0.0,1504040400.0,No,363.7687500000001,,,,No
0.0,0.0,0.0,0.0,1504041299.999999,No,365.9562500000001,,,,No
0.0,0.0,0.0,0.0,1504042200.000001,No,368.2250000000001,,,,No
0.0,0.0,0.0,0.0,1504043100.0,No,369.9375000000001,,,,No
0.0,0.0,0.0,0.0,1504043999.999999,No,371.79375,,,,No
1.0,0.0,0.0,0.0,1504044900.000001,No,373.11875,,,,No
0.0,0.0,0.0,0.0,1504045800.0,No,372.94375,,,,No
0.0,0.0,0.0,0.0,1504046699.999999,No,373.0854166666667,,,,No
0.0,0.0,0.0,0.0,1504047600.000001,No,373.38125,,,,No
0.0,0.0,0.0,0.0,1504048500.0,No,373.946875,,,,No
0.0,0.0,0.0,0.0,1504049399.999999,No,374.9572916666667,,,,No
0.0,0.0,0.0,0.0,1504050300.000001,No,376.4781250000001,,,,No
0.0,0.0,0.0,0.0,1504051200.0,No,378.1593750000001,,,,No
0.0,0.0,0.0,0.0,1504052099.999999,No,379.9001168632367,,,,No
0.0,0.0,0.0,0.0,1504053000.000001,No,382.032939765349,,,,No
0.0,0.0,0.0,0.0,1504053900.0,No,384.0920910557246,,,,No
0.0,0.0,0.0,0.0,1504054799.999999,No,384.8822262574999,,,,No
0.0,0.0,0.0,0.0,1504055700.000001,No,385.1784090675599,,,,No
0.0,0.0,0.0,0.0,1504056600.0,No,385.2886113565382,,,,No
0.0,0.0,0.0,0.0,1504057499.999999,No,385.7974631688174,,,,No
0.0,0.0,0.0,0.0,1504058400.000001,No,385.9850027225282,,,,No
0.0,0.0,0.0,0.0,1504059300.0,No,386.0391764095505,,,,No
0.0,0.0,0.0,0.0,1504060199.999999,No,387.1058387955126,,,,No
0.0,0.0,0.0,0.0,1504061100.000001,No,387.9345859531247,,,,No
1.0,0.0,0.0,0.0,1504062000.0,No,388.3308387955126,,,,No
0.0,0.0,0.0,0.0,1504062899.999999,No,388.1985514095505,,,,No
0.0,0.0,0.0,0.0,1504063800.000001,No,387.5402110558616,,,,No
0.0,0.0,0.0,0.0,1504064700.0,No,386.4568381688174,,,,No
0.0,0.0,0.0,0.0,1504065599.999999,No,385.1479863565383,,,,No
0.0,0.0,0.0,0.0,1504066500.000001,No,383.7595422043233,,,,No
0.0,0.0,0.0,0.0,1504067400.0,No,382.318036492151,,,,No
0.0,0.0,0.0,0.0,1504068299.999999,No,380.8500000000001,,,,No
0.0,0.0,0.0,0.0,1504069200.000001,No,379.3819635078493,,,,No
0.0,0.0,0.0,0.0,1504070100.0,No,377.940457795677,,,,No
0.0,0.0,0.0,0.0,1504070999.999999,No,376.552013643462,,,,No
0.0,0.0,0.0,0.0,1504071900.000001,No,375.2431618311828,,,,No
0.0,0.0,0.0,0.0,1504072800.0,No,374.961872277472,,,,No
1.0,0.0,0.0,0.0,1504073699.999999,No,375.1514485904497,,,,No
0.0,0.0,0.0,0.0,1504074600.000001,No,374.9472862044876,,,,No
0.0,0.0,0.0,0.0,1504075500.0,No,374.9331223802088,,,,No
0.0,0.0,0.0,0.0,1504076399.999999,No,374.5910362044876,,,,No
0.0,1.0,0.0,0.0,1504077300.000001,No,374.6576985904497,,,,No
0.0,1.0,0.0,0.0,1504078200.0,No,374.7431222774719,,,,No
0.0,1.0,0.0,0.0,1504079099.999999,No,375.1744118311828,,,,No
0.0,1.0,0.0,0.0,1504080000.000001,No,375.7770136434619,,,,No
0.0,1.0,0.0,0.0,1504080900.0,No,377.1497159324403,,,,No
0.0,1.0,0.0,0.0,1504081799.999999,No,378.5458987425003,,,,No
0.0,1.0,0.0,0.0,1504082700.000001,No,379.4485339442756,,,,No
0.0,1.0,0.0,0.0,1504083600.0,No,379.7389352346512,,,,No
0.0,1.0,0.0,0.0,1504084499.999999,No,380.4717581367635,,,,No
0.0,0.0,0.0,0.0,1504085400.000001,No,381.5250000000001,,,,No
1.0,0.0,0.0,0.0,1504086300.0,No,382.0625000000001,,,,No
0.0,0.0,0.0,0.0,1504087199.999999,No,381.7937500000001,,,,No
0.0,0.0,0.0,0.0,1504088100.000001,No,380.9250000000001,,,,No
0.0,0.0,0.0,0.0,1504089000.0,No,380.4937500000001,,,,No
0.0,0.0,0.0,0.0,1504089899.999999,No,379.4312500000001,,,,No
0.0,0.0,0.0,0.0,1504090800.000001,No,378.5312500000002,,,,No
0.0,0.0,0.0,0.0,1504091700.0,No,377.3125000000002,,,,No
0.0,0.0,0.0,0.0,1504092599.999999,No,376.2937500000002,,,,No
0.0,0.0,0.0,0.0,1504093500.000001,No,375.2312500000002,,,,No
1.0,0.0,0.0,0.0,1504094400.0,No,375.3437500000002,,,,No
0.0,0.0,0.0,0.0,1504095299.999999,No,374.5437500000003,,,,No
0.0,0.0,0.0,0.0,1504096200.000001,No,373.0812500000003,,,,No
0.0,0.0,0.0,0.0,1504097100.0,No,372.4062500000003,,,,No
1.0,0.0,0.0,0.0,1504097999.999999,No,372.7875000000003,,,,No
0.0,0.0,0.0,0.0,1504098900.000001,No,372.6875000000003,,,,No
0.0,0.0,0.0,0.0,1504099800.0,No,372.1625000000003,,,,No
1.0,0.0,0.0,0.0,1504100699.999999,No,372.3812500000003,,,,No
0.0,0.0,0.0,0.0,1504101600.000001,No,372.1312500000003,,,,No
0.0,0.0,0.0,0.0,1504102500.0,No,372.0250000000003,,,,No
0.0,0.0,0.0,0.0,1504103399.999999,No,371.7500000000003,,,,No
0.0,0.0,0.0,0.0,1504104300.000001,No,371.7312500000003,,,,No
0.0,0.0,0.0,0.0,1504105200.0,No,371.9125000000003,,,,No
1.0,0.0,0.0,0.0,1504106099.999999,No,372.0500000000002,,,,No
0.0,0.0,0.0,0.0,1504107000.000001,No,371.7312500000002,,,,No
0.0,0.0,0.0,0.0,1504107900.0,No,371.2062500000002,,,,No
0.0,0.0,0.0,0.0,1504108799.999999,No,369.3687500000001,,,,No
0.0,0.0,0.0,0.0,1504109700.000001,No,367.6937500000001,,,,No
0.0,0.0,0.0,0.0,1504110600.0,No,366.7687500000001,,,,No
0.0,0.0,0.0,0.0,1504111499.999999,No,365.5500000000001,,,,No
0.0,0.0,0.0,0.0,1504112400.000001,No,363.8062500000001,41.0,,,No
0.0,0.0,0.0,0.0,1504113300.0,No,362.2875000000001,41.0,,,No
0.0,0.0,0.0,0.0,1504114199.999999,No,360.9312500000001,41.0,,,No
0.0,0.0,0.0,0.0,1504115100.000001,No,359.3750000000002,41.0,,,No
0.0,0.0,0.0,0.0,1504116000.0,No,358.0375000000002,41.0,,,No
0.0,0.0,0.0,0.0,1504116899.999999,No,356.8562500000002,41.0,,,No
0.0,0.0,0.0,0.0,1504117800.000001,No,355.9687500000002,41.0,,,No
0.0,0.0,0.0,0.0,1504118700.0,No,355.4812500000002,41.0,,,No
0.0,0.0,0.0,0.0,1504119599.999999,No,355.2750000000001,41.0,,,No
0.0,0.0,0.0,0.0,1504120500.000001,No,355.0125000000002,41.0,,,No
0.0,0.0,0.0,0.0,1504121400.0,No,355.2500000000002,40.9375,,,No
0.0,0.0,0.0,0.0,1504122299.999999,No,355.6062500000002,40.8125,,,No
0.0,0.0,0.0,0.0,1504123200.000001,No,356.1312500000003,40.6875,,,No
0.0,0.0,0.0,0.0,1504124100.0,No,357.0500000000002,40.5625,,,No
0.0,0.0,0.0,0.0,1504124999.999999,No,358.3375000000002,40.375,,,No
0.0,0.0,0.0,0.0,1504125900.000001,No,359.6437500000002,40.125,,,No
0.0,0.0,0.0,0.0,1504126800.0,No,360.8750000000002,39.9375,,,No
0.0,0.0,0.0,0.0,1504127699.999999,No,361.9437500000002,39.8125,,,No
0.0,0.0,0.0,0.0,1504128600.000001,No,362.8625000000002,39.6875,,,No
0.0,0.0,0.0,0.0,1504129500.0,No,363.6812500000001,39.5625,,,No
0.0,0.0,0.0,0.0,1504130399.999999,No,364.6250000000001,39.484375,,,No
0.0,0.0,0.0,0.0,1504131300.000001,No,365.2500000000001,39.484375,,,No
0.0,0.0,0.0,0.0,1504132200.0,No,365.6062500000001,39.546875,,,No
0.0,0.0,0.0,0.0,1504133099.999999,No,365.8783808786749,39.671875,,,No
0.0,0.0,0.0,0.0,1504134000.000001,No,366.008571487146,39.875,,,No
0.0,0.0,0.0,0.0,1504134900.0,No,366.3608763171923,40.125,,,No
0.0,0.0,0.0,0.0,1504135799.999999,No,366.6962255012506,40.4375,,,No
0.0,0.0,0.0,0.0,1504136700.000001,No,367.0911748124155,40.8125,,,No
0.0,0.0,0.0,0.0,1504137600.0,No,367.5816556644389,41.234375,,,No
0.0,0.0,0.0,0.0,1504138499.999999,No,367.9754751117307,41.734375,,,No
0.0,0.0,0.0,0.0,1504139400.000001,No,368.2210658493584,42.375,,,No
0.0,0.0,0.0,0.0,1504140300.0,No,368.7887362130469,43.125,,,No
0.0,0.0,0.0,0.0,1504141199.999999,No,369.8581701791792,43.8125,,,No
0.0,0.0,0.0,0.0,1504142100.000001,No,371.2496773647957,44.4375,,,No
0.0,0.0,0.0,0.0,1504143000.0,No,373.0741930275945,45.109375,,,No
0.0,0.0,0.0,0.0,1504143899.999999,No,375.3020280659314,45.859375,,,No
0.0,0.0,0.0,0.0,1504144800.000001,No,377.85661901882,46.625,,,No
0.0,0.0,0.0,0.0,1504145700.0,No,380.9895280659314,47.375,,,No
0.0,0.0,0.0,0.0,1504146599.999999,No,384.6554430275945,48.140625,,,No
0.0,0.0,0.0,0.0,1504147500.000001,No,388.6212964861209,48.890625,,,No
0.0,0.0,0.0,0.0,1504148400.0,No,392.8370986920334,49.5625,,,No
0.0,0.0,0.0,0.0,1504149299.999999,No,397.2528598958548,50.1875,,,No
0.0,0.0,0.0,0.0,1504150200.000001,No,401.8185903481079,50.859375,,,No
0.0,0.0,0.0,0.0,1504151100.0,No,406.4843002993154,51.609375,,,No
0.0,0.0,0.0,0.0,1504151999.999999,No,411.2000000000002,52.390625,,,No
0.0,0.0,0.0,0.0,1504152900.000001,No,415.9156997006849,53.140625,,,No
0.0,0.0,0.0,0.0,1504153800.0,No,420.5814096518923,53.8125,,,No
0.0,0.0,0.0,0.0,1504154699.999999,No,425.1471401041454,54.4375,,,No
0.0,0.0,0.0,0.0,1504155600.000001,No,429.5629013079667,55.109375,,,No
0.0,0.0,0.0,0.0,1504156500.0,No,433.7787035138792,55.859375,,,No
0.0,0.0,0.0,0.0,1504157399.999999,No,437.7445569724056,56.625,,,No
0.0,0.0,0.0,0.0,1504158300.000001,No,441.4104719340686,57.375,,,No
0.0,0.0,0.0,0.0,1504159200.0,No,443.31838098118,58.140625,,,No
0.0,0.0,0.0,0.0,1504160099.999999,No,446.3854719340686,58.890625,,,No
0.0,0.0,0.0,0.0,1504161000.000001,No,452.3008069724056,59.5625,,,No
0.0,0.0,0.0,0.0,1504161900.0,No,459.1253226352043,60.1875,,,No
0.0,0.0,0.0,0.0,1504162799.999999,No,467.9105798208208,60.86875000000001,,,No
0.0,0.0,0.0,0.0,1504163700.000001,No,476.6612637869531,61.64375000000001,,,No
0.0,0.0,0.0,0.0,1504164600.0,No,487.9226841506417,62.46562500000002,,,No
0.0,0.0,0.0,0.0,1504165499.999999,No,498.0057748882692,63.26562500000001,,,No
0.0,0.0,0.0,0.0,1504166400.000001,No,506.987094335561,63.98750000000001,,,No
0.0,0.0,0.0,0.0,1504167300.0,No,516.2650751875844,64.66250000000001,,,No
0.0,0.0,0.0,0.0,1504168199.999999,No,525.0412744987493,65.41250000000001,,,No
0.0,0.0,0.0,0.0,1504169100.000001,No,534.1516236828077,66.23750000000001,,,No
0.0,0.0,0.0,0.0,1504170000.0,No,544.585178512854,67.01562500000001,,,No
0.0,0.0,0.0,0.0,1504170899.999999,No,556.796619121325,67.71562500000002,,,No
0.0,0.0,0.0,0.0,1504171800.000001,No,572.5562499999997,68.42812500000002,,,No
0.0,0.0,0.0,0.0,1504172700.0,No,584.0624999999998,69.15312500000002,,,No
0.0,0.0,0.0,0.0,1504173599.999999,No,596.0374999999998,69.80000000000001,,,No
0.0,0.0,0.0,0.0,1504174500.000001,No,607.5187499999998,70.4,,,No
0.0,0.0,0.0,0.0,1504175400.0,No,616.3624999999998,71.0,,,No
0.0,0.0,0.0,0.0,1504176299.999999,No,624.4687499999999,71.6,,,No
0.0,0.0,0.0,0.0,1504177200.000001,No,630.64375,72.14374999999998,,,No
0.0,0.0,0.0,0.0,1504178100.0,No,636.2874999999999,72.59374999999997,,,No
0.0,1.0,0.0,0.0,1504178999.999999,No,640.68125,72.94999999999996,,,No
0.0,1.0,0.0,0.0,1504179900.000001,No,643.575,73.24999999999996,,,No
0.0,1.0,0.0,0.0,1504180800.0,No,648.1375,73.62499999999996,,,No
0.0,1.0,0.0,0.0,1504181699.999999,No,653.85,74.07499999999996,,,No
0.0,1.0,0.0,0.0,1504182600.000001,No,658.9937500000001,74.44999999999996,,,No
0.0,1.0,0.0,0.0,1504183500.0,No,661.0875000000001,74.74999999999996,,,No
1.0,1.0,0.0,0.0,1504184399.999999,No,662.6812500000001,75.04999999999995,,,No
0.0,1.0,0.0,0.0,1504185300.000001,No,662.0875000000001,75.34999999999995,,,No
0.0,1.0,0.0,0.0,1504186200.0,No,658.3687500000001,75.57499999999995,,,No
0.0,1.0,0.0,0.0,1504187099.999999,No,658.85,75.72499999999995,,,No
1.0,1.0,0.0,0.0,1504188000.000001,No,659.475,75.87499999999996,,,No
0.0,1.0,0.0,0.0,1504188900.0,No,659.25,76.02499999999996,,,No
0.0,0.0,0.0,0.0,1504189799.999999,No,659.5875,76.23593749999996,,,No
1.0,0.0,0.0,0.0,1504190700.000001,No,659.8125,76.54843749999996,,,No
0.0,0.0,0.0,0.0,1504191600.0,No,658.80625,76.94218749999997,,,No
0.0,0.0,0.0,0.0,1504192499.999999,No,656.94375,77.41718749999998,,,No
0.0,0.0,0.0,0.0,1504193400.000001,No,654.83125,77.97343749999999,,,No
0.0,0.0,0.0,0.0,1504194300.0,No,654.33125,78.61093749999999,,,No
0.0,0.0,0.0,0.0,1504195199.999999,No,653.1125,79.25468749999999,,,No
0.0,0.0,0.0,0.0,1504196100.000001,No,650.3499999999999,79.9046875,,,No
0.0,0.0,0.0,0.0,1504197000.0,No,647.6499999999999,80.63674999999999,,,No
0.0,0.0,0.0,0.0,1504197899.999999,No,646.5374999999999,81.44924999999999,,,No
1.0,0.0,0.0,0.0,1504198800.000001,No,646.5999999999999,82.33749999999999,,,No
0.0,0.0,0.0,0.0,1504199700.0,No,643.8437499999999,83.3,,,No
0.0,0.0,0.0,0.0,1504200599.999999,No,640.2249999999999,84.35625,,,No
0.0,0.0,0.0,0.0,1504201500.000001,No,636.8,85.46875,,,No
0.0,0.0,0.0,0.0,1504202400.0,No,633.8187499999999,86.58125,,,No
0.0,0.0,0.0,0.0,1504203299.999999,No,631.5312499999999,87.69375,,,No
0.0,0.0,0.0,0.0,1504204200.000001,No,627.8437499999999,88.7453125,,,No
0.0,0.0,0.0,0.0,1504205100.0,No,623.5499999999998,89.6953125,,,No
0.0,0.0,0.0,0.0,1504205999.999999,No,620.1249999999999,90.56406249999999,,,No
0.0,0.0,0.0,0.0,1504206900.000001,No,617.7312499999998,91.35156249999999,,,No
0.0,0.0,0.0,0.0,1504207800.0,No,614.0937499999999,92.05781249999998,,,No
0.0,0.0,0.0,0.0,1504208699.999999,No,611.1062499999998,92.68281249999998,,,No
0.0,0.0,0.0,0.0,1504209600.000001,No,608.1312499999999,93.22656249999999,,,No
0.0,1.0,0.0,0.0,1504210500.0,No,605.1062499999999,93.68906249999998,,,No
0.0,1.0,0.0,0.0,1504211399.999999,No,602.8187499999999,94.06949999999998,,,No
